time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1570291253.936404,6,132,172.19.98.240,213.123.204.222,43144,22
1570291254.01564,6,148,213.123.204.222,172.19.98.240,22,43144
1570291254.067202,6,132,172.19.98.240,213.123.204.222,43144,22
1570291254.144941,6,148,213.123.204.222,172.19.98.240,22,43144
1570291254.282603,6,132,172.19.98.240,213.123.204.222,43144,22
1570291254.361993,6,148,213.123.204.222,172.19.98.240,22,43144
1570291254.446181,6,132,172.19.98.240,213.123.204.222,43144,22
1570291254.523955,6,148,213.123.204.222,172.19.98.240,22,43144
1570291254.591604,6,132,172.19.98.240,213.123.204.222,43144,22
1570291254.66937,6,148,213.123.204.222,172.19.98.240,22,43144
1570291254.742323,6,132,172.19.98.240,213.123.204.222,43144,22
1570291254.820027,6,132,213.123.204.222,172.19.98.240,22,43144
1570291254.824254,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291254.857146,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291254.858881,6,108,213.123.204.222,172.19.98.240,22,43144
1570291254.886379,6,132,172.19.98.240,213.123.204.222,43144,22
1570291254.964524,6,148,213.123.204.222,172.19.98.240,22,43144
1570291255.04762,6,132,172.19.98.240,213.123.204.222,43144,22
1570291255.127783,6,148,213.123.204.222,172.19.98.240,22,43144
1570291256.29907,6,116,172.19.98.240,213.123.204.222,43144,22
1570291256.379423,6,980,213.123.204.222,172.19.98.240,22,43144
1570291256.417963,6,180,213.123.204.222,172.19.98.240,22,43144
1570291257.434185,6,116,172.19.98.240,213.123.204.222,43144,22
1570291257.513861,6,324,213.123.204.222,172.19.98.240,22,43144
1570291257.546185,6,116,172.19.98.240,213.123.204.222,43144,22
1570291257.5525,6,116,213.123.204.222,172.19.98.240,22,43144
1570291257.612967,6,116,172.19.98.240,213.123.204.222,43144,22
1570291257.648228,6,116,213.123.204.222,172.19.98.240,22,43144
1570291257.690076,6,116,213.123.204.222,172.19.98.240,22,43144
1570291257.768783,6,452,213.123.204.222,172.19.98.240,22,43144
1570291258.222926,6,116,172.19.98.240,213.123.204.222,43144,22
1570291258.303278,6,116,213.123.204.222,172.19.98.240,22,43144
1570291258.304114,6,116,172.19.98.240,213.123.204.222,43144,22
1570291258.381496,6,116,213.123.204.222,172.19.98.240,22,43144
1570291258.390651,6,116,172.19.98.240,213.123.204.222,43144,22
1570291258.427081,6,116,172.19.98.240,213.123.204.222,43144,22
